year,month,day,U,匿名,C,author_total,信報網,星島日報網,香港經濟日報網,香港經濟日報(即時新聞),東方報業集團,新城廣播有限公司,香港01,雅虎(香港),巴士的報,頭條日報網,星島頭條網,HKExnews 披露易,新浪網(香港),Line Today,經濟通,中國評論新聞網,阿思達克財經網,Facebook香港,Instagram香港,YouTube 香港,publisher_total,keywords_total,correlation_keyword0,correlation_value0,correlation_keyword1,correlation_value1,correlation_keyword2,correlation_value2
2022,6,2,42,0,8,50,8,0,5,2,1,0,0,4,0,0,0,0,0,1,10,2,9,7,0,1,50,180,green,18,Kong,17,sustainable,16
2022,6,9,27,0,8,35,1,0,6,7,0,0,1,0,0,1,0,0,0,0,3,5,3,6,1,1,35,152,will,14,ESG,8,market,8
2022,6,16,18,0,7,25,0,1,4,0,0,0,1,1,0,0,0,0,0,0,6,0,5,5,1,1,25,120,will,9,more,7,market,7
2022,6,23,11,0,10,21,1,1,3,0,2,0,0,0,0,0,0,0,0,1,3,0,0,8,2,0,21,123,ESG,11,Investment,5,more,5
2022,6,30,34,0,7,41,5,3,8,0,0,0,1,0,2,0,0,0,0,0,10,0,5,7,0,0,41,158,ESG,24,also,16,development,10
2022,7,7,31,0,12,43,4,0,7,0,0,0,0,3,0,0,0,0,1,0,10,0,6,9,0,3,43,198,market,12,will,12,Kong,11
2022,7,14,17,0,24,41,2,0,5,0,1,0,0,1,1,0,0,0,0,1,1,0,5,15,9,0,41,168,ESG,20,will,14,Investment,9
2022,7,21,47,0,0,47,3,0,19,2,2,0,4,2,0,0,0,0,0,2,5,5,3,0,0,0,47,156,market,24,will,15,ESG,14
2022,7,28,26,0,4,30,3,0,2,0,0,3,1,5,0,0,0,0,0,1,0,0,11,0,0,4,30,128,will,9,ESG,8,market,8
2022,8,4,26,0,2,28,0,1,16,0,0,0,1,4,1,0,0,0,0,0,2,0,1,0,0,2,28,119,ESG,14,also,12,sustainable,10
2022,8,11,42,0,0,42,4,0,21,2,1,0,2,1,0,1,0,0,0,3,3,4,0,0,0,0,42,140,ESG,18,more,15,sustainable,14
2022,8,18,29,0,1,30,1,2,10,2,1,0,0,5,1,1,1,0,0,1,1,0,3,0,0,1,30,97,Kong,13,will,12,green,8
2022,8,25,34,0,2,36,5,2,11,4,0,1,0,3,1,1,2,0,0,0,4,0,0,0,0,2,36,121,bonds,16,Asia,16,ETF,16
2022,9,1,35,0,4,39,2,1,12,2,1,4,2,0,0,0,1,0,2,1,4,3,0,0,0,4,39,137,policy,12,insurance,12,amount,10
2022,9,8,87,0,1,88,11,5,17,9,0,1,0,3,6,1,2,0,0,2,3,6,21,0,0,1,88,184,billion,34,will,30,Tencent,28
2022,9,15,43,0,2,45,6,0,11,1,0,0,0,2,0,0,0,0,1,0,6,4,12,0,0,2,45,158,also,19,will,13,said,11
2022,9,22,57,0,0,57,4,0,16,4,0,4,1,7,0,0,0,0,7,0,6,8,0,0,0,0,57,168,will,25,Kong,17,ESG,15
2022,9,29,74,0,1,75,8,4,17,6,0,3,2,4,2,2,4,0,8,4,6,1,3,0,0,1,75,185,Kong,33,investors,25,more,22
2022,10,6,18,0,0,18,1,0,3,0,0,0,0,1,0,0,0,0,0,0,5,8,0,0,0,0,18,65,development,8,investors,7,financial,5
2022,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0
